Fuente;Código de Departamento;Mes;Hora del hecho;Diurno/Nocturno;Sexo;Edad;Edad agrupada;Clase de Víctima;Vehículo Víctima (excluir peatón);Tipo de usuario;Modo de Producción del Hecho;Fecha del hecho;Tipo de Lugar
Ministerio de Seguridad;364;Noviembre;14:00;Diurno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-11-30 00:00:00.000;Calle
Ministerio de Seguridad;105;Diciembre;17:35;Diurno;Varón;29;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-01 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;035;Diciembre;11:11;Diurno;Mujer;61;55 - 64;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-01 00:00:00.000;Calle
Ministerio de Seguridad;686;Diciembre;19:20;Nocturno;Mujer;25;25 - 34;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;686;Diciembre;19:20;Nocturno;Mujer;31;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;686;Diciembre;19:20;Nocturno;Mujer;5;5 - 14;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;686;Diciembre;19:20;Nocturno;Varón;29;25 - 34;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;686;Diciembre;19:20;Nocturno;Mujer;17;15 - 24;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;700;Diciembre;03:00;Nocturno;Varón;20;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-02 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;412;Diciembre;23:20;Nocturno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-12-02 00:00:00.000;Calle
Ministerio de Seguridad;408;Diciembre;20:18;Nocturno;Varón;41;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-02 00:00:00.000;Calle
Ministerio de Seguridad;658;Diciembre;05:30;Nocturno;Varón;17;15 - 24;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-02 00:00:00.000;Calle
Ministerio de Seguridad;392;Diciembre;09:20;Diurno;Mujer;72;65 - 74;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-12-02 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;126;Diciembre;12:40;Diurno;Varón;49;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-03 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;408;Diciembre;06:10;Nocturno;Varón;-1;Sin determinar;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-03 00:00:00.000;Calle
Ministerio de Seguridad;210;Diciembre;15:45;Diurno;Varón;73;65 - 74;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-04 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;210;Diciembre;15:45;Diurno;Mujer;74;65 - 74;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-04 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;497;Diciembre;02:46;Nocturno;Varón;56;55 - 64;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-12-04 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;357;Diciembre;20:10;Nocturno;Varón;16;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-04 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;756;Diciembre;17:00;Diurno;Varón;42;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-04 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;840;Diciembre;13:20;Diurno;Varón;74;65 - 74;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-12-04 00:00:00.000;Calle
Ministerio de Seguridad;364;Diciembre;14:30;Diurno;Varón;38;35 - 44;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-12-04 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;568;Diciembre;17:15;Diurno;Varón;44;35 - 44;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-04 00:00:00.000;Calle
Ministerio de Seguridad;539;Diciembre;05:30;Nocturno;Varón;40;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-04 00:00:00.000;Calle
Ministerio de Seguridad;469;Diciembre;23:45;Nocturno;Varón;71;65 - 74;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-06 00:00:00.000;Calle
Ministerio de Seguridad;826;Diciembre;23:15;Nocturno;Varón;56;55 - 64;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-12-06 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;252;Diciembre;22:25;Nocturno;Varón;28;25 - 34;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-06 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;098;Diciembre;10:04;Diurno;Varón;20;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-06 00:00:00.000;Calle
Ministerio de Seguridad;672;Diciembre;07:30;Diurno;Varón;30;25 - 34;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-12-07 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;518;Diciembre;10:10;Diurno;Mujer;75;75 y más;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-12-07 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;518;Diciembre;10:10;Diurno;Mujer;65;65 - 74;Conductor;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-12-07 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;882;Diciembre;23:00;Nocturno;Varón;29;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-08 00:00:00.000;Calle
Ministerio de Seguridad;595;Diciembre;07:00;Nocturno;Varón;26;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-08 00:00:00.000;Calle
Ministerio de Seguridad;638;Diciembre;04:40;Nocturno;Mujer;-1;Sin determinar;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-08 00:00:00.000;Calle
Ministerio de Seguridad;525;Diciembre;01:55;Nocturno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-08 00:00:00.000;Calle
Ministerio de Seguridad;260;Diciembre;03:00;Nocturno;Varón;35;35 - 44;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-08 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;693;Diciembre;12:30;Diurno;Mujer;55;55 - 64;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-09 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;693;Diciembre;12:30;Diurno;Varón;53;45 - 54;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-09 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;693;Diciembre;12:30;Diurno;Varón;55;55 - 64;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-09 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;693;Diciembre;12:30;Diurno;Mujer;56;55 - 64;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-09 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;105;Diciembre;19:00;Diurno;Mujer;62;55 - 64;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-12-09 00:00:00.000;Calle
Ministerio de Seguridad;420;Diciembre;15:50;Diurno;Varón;41;35 - 44;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-09 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;364;Diciembre;02:30;Nocturno;Varón;34;25 - 34;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-12-09 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;441;Diciembre;16:00;Diurno;Mujer;77;75 y más;Otra;Otro;Otro;Colisión vehículo / vehículo;2018-12-09 00:00:00.000;Calle
Ministerio de Seguridad;119;Diciembre;06:00;Nocturno;Varón;1;0 - 4;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-09 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;756;Diciembre;09:00;Diurno;Varón;64;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-10 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;638;Diciembre;04:30;Nocturno;Varón;19;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-10 00:00:00.000;Calle
Ministerio de Seguridad;329;Diciembre;15:35;Diurno;Varón;29;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-10 00:00:00.000;Calle
Ministerio de Seguridad;091;Diciembre;21:25;Nocturno;Varón;20;15 - 24;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-12-11 00:00:00.000;Calle
Ministerio de Seguridad;714;Diciembre;23:30;Nocturno;Mujer;60;55 - 64;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-12 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;679;Diciembre;13:30;Diurno;Varón;43;35 - 44;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-12 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;882;Diciembre;06:00;Nocturno;Varón;33;25 - 34;Conductor;Camión;Camión;Colisión vehículo / vehículo;2018-12-12 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;420;Diciembre;14:00;Diurno;Varón;16;15 - 24;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-14 00:00:00.000;Calle
Ministerio de Seguridad;196;Diciembre;13:00;Diurno;Varón;69;65 - 74;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-12-14 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;749;Diciembre;00:00;Nocturno;Varón;50;45 - 54;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-14 00:00:00.000;Calle
Ministerio de Seguridad;805;Diciembre;21:00;Nocturno;Mujer;78;75 y más;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-12-15 00:00:00.000;Calle
Ministerio de Seguridad;805;Diciembre;02:30;Nocturno;Varón;26;25 - 34;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-12-15 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;638;Diciembre;11:11;Diurno;Varón;23;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-15 00:00:00.000;Calle
Ministerio de Seguridad;412;Diciembre;08:25;Diurno;Varón;85;75 y más;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-12-15 00:00:00.000;Calle
Ministerio de Seguridad;035;Diciembre;12:30;Diurno;Varón;68;65 - 74;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-12-16 00:00:00.000;Calle
Ministerio de Seguridad;168;Diciembre;09:00;Diurno;Varón;21;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-12-16 00:00:00.000;Calle
Ministerio de Seguridad;308;Diciembre;11:20;Diurno;Varón;-1;Sin determinar;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-12-16 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;301;Diciembre;08:20;Diurno;Varón;24;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-17 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;560;Diciembre;21:00;Nocturno;Varón;35;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-17 00:00:00.000;Calle
Ministerio de Seguridad;518;Diciembre;02:00;Nocturno;Mujer;15;15 - 24;Acompañante;Camioneta;Camioneta;Vuelco / despiste;2018-12-17 00:00:00.000;Autopista / Autovía
Ministerio de Seguridad;455;Diciembre;13:30;Diurno;Mujer;32;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-18 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;357;Diciembre;01:55;Nocturno;Mujer;55;55 - 64;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-18 00:00:00.000;Calle
Ministerio de Seguridad;252;Diciembre;15:40;Diurno;Varón;24;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-19 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;189;Diciembre;00:10;Nocturno;Varón;19;15 - 24;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-19 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;735;Diciembre;01:45;Nocturno;Mujer;24;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-19 00:00:00.000;Calle
Ministerio de Seguridad;427;Diciembre;00:00;Nocturno;Varón;26;25 - 34;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-19 00:00:00.000;Calle
Ministerio de Seguridad;112;Diciembre;16:10;Diurno;Varón;17;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-20 00:00:00.000;Calle
Ministerio de Seguridad;049;Diciembre;19:00;Diurno;Varón;-1;Sin determinar;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-20 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;049;Diciembre;19:00;Diurno;Varón;27;25 - 34;Acompañante;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-20 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;049;Diciembre;19:00;Diurno;Varón;-1;Sin determinar;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-20 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;532;Diciembre;18:00;Diurno;Mujer;32;25 - 34;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-21 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;819;Diciembre;15:45;Diurno;Varón;67;65 - 74;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-21 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;778;Diciembre;10:00;Diurno;Varón;37;35 - 44;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-22 00:00:00.000;Calle
Ministerio de Seguridad;357;Diciembre;06:10;Nocturno;Varón;17;15 - 24;Acompañante;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-22 00:00:00.000;Calle
Ministerio de Seguridad;134;Diciembre;21:30;Nocturno;Varón;25;25 - 34;Acompañante;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-23 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;134;Diciembre;20:00;Nocturno;Varón;33;25 - 34;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-23 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;203;Diciembre;08:00;Diurno;Mujer;41;35 - 44;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-12-23 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;427;Diciembre;00:30;Nocturno;Varón;22;15 - 24;Conductor;Motocicleta;Motocicleta;Colisión vehículo / objeto;2018-12-23 00:00:00.000;Calle
Ministerio de Seguridad;098;Diciembre;23:00;Nocturno;Varón;36;35 - 44;Conductor;Camioneta;Camioneta;Vuelco / despiste;2018-12-23 00:00:00.000;Calle
Ministerio de Seguridad;266;Diciembre;00:10;Nocturno;Varón;50;45 - 54;Conductor;Automóvil;Automóvil;Vuelco / despiste;2018-12-24 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;427;Diciembre;11:30;Diurno;Varón;28;25 - 34;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-12-24 00:00:00.000;Calle
Ministerio de Seguridad;497;Diciembre;03:00;Nocturno;Mujer;92;75 y más;Acompañante;Camioneta;Camioneta;Colisión vehículo / vehículo;2018-12-25 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;224;Diciembre;21:28;Nocturno;Varón;43;35 - 44;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-25 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;581;Diciembre;11:00;Diurno;Varón;2;0 - 4;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-25 00:00:00.000;Calle
Ministerio de Seguridad;364;Diciembre;12:20;Diurno;Varón;38;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-25 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;035;Diciembre;19:20;Nocturno;Mujer;88;75 y más;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-25 00:00:00.000;Calle
Ministerio de Seguridad;441;Diciembre;03:10;Nocturno;Varón;64;55 - 64;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-12-25 00:00:00.000;Calle
Ministerio de Seguridad;238;Diciembre;07:40;Diurno;Varón;19;15 - 24;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-25 00:00:00.000;Calle
Ministerio de Seguridad;077;Diciembre;22:10;Nocturno;Varón;48;45 - 54;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-26 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;357;Diciembre;17:00;Diurno;Varón;52;45 - 54;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-26 00:00:00.000;Calle
Ministerio de Seguridad;749;Diciembre;08:30;Diurno;Mujer;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-26 00:00:00.000;Calle
Ministerio de Seguridad;760;Diciembre;10:25;Diurno;Mujer;59;55 - 64;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-12-26 00:00:00.000;Calle
Ministerio de Seguridad;028;Diciembre;15:30;Diurno;Varón;40;35 - 44;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-26 00:00:00.000;Calle
Ministerio de Seguridad;819;Diciembre;22:50;Nocturno;Varón;27;25 - 34;Conductor;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-12-27 00:00:00.000;Ruta Provincial
Ministerio de Seguridad;568;Diciembre;00:30;Nocturno;Varón;60;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-27 00:00:00.000;Calle
Ministerio de Seguridad;462;Diciembre;15:40;Diurno;Varón;13;5 - 14;Conductor;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-12-29 00:00:00.000;Calle
Ministerio de Seguridad;658;Diciembre;18:50;Diurno;Mujer;56;55 - 64;Conductor;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-12-29 00:00:00.000;Calle
Ministerio de Seguridad;469;Diciembre;14:00;Diurno;Mujer;62;55 - 64;Acompañante;Automóvil;Automóvil;Vuelco / despiste;2018-12-30 00:00:00.000;Ruta Nacional
Ministerio de Seguridad;035;Diciembre;04:00;Nocturno;Varón;-1;Sin determinar;Conductor;Motocicleta;Motocicleta;Vuelco / despiste;2018-12-31 00:00:00.000;Calle
Ministerio Público;357;Enero;07:25;Diurno;Varón;19;15 - 24;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-01-01 00:00:00.000;Sin determinar
Ministerio Público;728;Septiembre;02:00:00.000;Nocturno;Varón;25;25 - 34;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-09-29 00:00:00.000;Calle
Ministerio Público;490;Febrero; 09:45:00.000;Diurno;Varón;72;65 - 74;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-02-10 00:00:00.000;Calle
Ministerio Público;245;Diciembre;05:40:00.000;Nocturno;Varón;45;45 - 54;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-12-23 00:00:00.000;Ruta Provincial
Ministerio Público;427;Enero;09:40;Diurno;Varón;-1;Sin determinar;Sin determinar;Motocicleta;Motocicleta;Sin determinar;2018-01-03 00:00:00.000;Calle
Ministerio Público;658;Enero;06:00:00.000;Nocturno;Varón;71;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-01-22 00:00:00.000;Calle
Ministerio Público;420;Febrero;10:00:00.000;Diurno;Varón;22;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-02-24 00:00:00.000;Calle
Ministerio Público;154;Enero;15:30:00.000;Diurno;Mujer;44;35 - 44;Sin determinar;Automóvil;Automóvil;Sin determinar;2018-01-21 00:00:00.000;Ruta Nacional
Ministerio Público;441;Febrero;16:35:00.000;Diurno;Mujer;32;25 - 34;Ocupante de vehículo sin determinar posición;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-02-24 00:00:00.000;Calle
Ministerio Público;357;Febrero;22:47:00.000;Nocturno;Mujer;49;45 - 54;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-02-25 00:00:00.000;Calle
Ministerio Público;658;Febrero; 14:15;Diurno;Varón;31;25 - 34;Sin determinar;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-02-02 00:00:00.000;Calle
Ministerio Público;329;Marzo;20:40:00.000;Nocturno;Varón;55;55 - 64;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-03-25 00:00:00.000;Calle
Ministerio Público;364;Marzo;23:50:00.000;Nocturno;Varón;55;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-03-21 00:00:00.000;Ruta provincial
Ministerio Público;497;Marzo;05:15:00.000;Diurno;Varón;55;55 - 64;Sin determinar;Automóvil;Automóvil;Colisión vehículo / vehículo;2018-03-18 00:00:00.000;Ruta provincial
Ministerio Público;357;Enero;22:30:00.000;Nocturno;Varón;43;35 - 44;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-01-08 00:00:00.000;Sin determinar
Ministerio Público;371;Febrero;14:00:00.000;Diurno;Varón;40;35 - 44;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-02-11 00:00:00.000;Calle
Ministerio Público;658;Enero;9:30:00.000;Diurno;Varón;65;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-01-28 00:00:00.000;Calle
Ministerio Público;490;Septiembre;10:50:00.000;Diurno;Mujer;28;25 - 34;Sin determinar;Automóvil;Automóvil;Sin determinar;2018-09-09 00:00:00.000;Calle
Ministerio Público;791;Mayo;23:00:00.000;Nocturno;Varón;23;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-14 00:00:00.000;Calle
Ministerio Público;091;Abril;11:00:00.000;Diurno;Mujer;68;65 - 74;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-04-14 00:00:00.000;Ruta Provincial
Ministerio Público;861;Octubre;11:40:00.000;Diurno;Varón;26;25 - 34;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-10-25 00:00:00.000;Calle
Ministerio Público;560;Abril;12:50:00.000;Diurno;Varón;39;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-04-22 00:00:00.000;Calle
Ministerio Público;568;Mayo;07:00:00.000;Nocturno;Varón;64;55 - 64;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-05-15 00:00:00.000;Ruta Provincial
Ministerio Público;560;Abril;20:30:00.000;Nocturno;Varón;35;35 - 44;Conductor;Sin determinar;Sin determinar;Sin determinar;2018-04-30 00:00:00.000;Ruta provincial
Ministerio Público;028;Mayo;15:24:00.000;Diurno;Varón;42;35 - 44;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-12 00:00:00.000;Calle
Ministerio Público;357;Abril; 06:30:00.000;Nocturno;Varón;18;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-04-21 00:00:00.000;Calle
Ministerio Público;763;Mayo; 08:00:00.000;Diurno;Varón;21;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-05 00:00:00.000;Calle
Ministerio Público;427;Octubre; 01:45:00.000;Nocturno;Mujer;27;25 - 34;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-10-15 00:00:00.000;Calle
Ministerio Público;483;Octubre;15:30:00.000;Diurno;Mujer;17;15 - 24;Ocupante de vehículo sin determinar posición;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-10-17 00:00:00.000;Calle
Ministerio Público;274;Noviembre;20:00:00.000;Nocturno;Varón;28;25 - 34;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-11-07 00:00:00.000;Ruta provincial
Ministerio Público;035;Junio;15:10:00.000;Diurno;Varón;29;25 - 34;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-21 00:00:00.000;Calle
Ministerio Público;371;Junio;08:30:00.000;Diurno;Mujer;63;55 - 64;Peatón;No corresponde;Peatón;Colisión vehículo / vehículo;2018-06-12 00:00:00.000;Autopista / Autovía
Ministerio Público;623;Abril;18:17:00.000;Diurno;Varón;76;75 y más;Conductor;Sin determinar;Sin determinar;Sin determinar;2018-04-19 00:00:00.000;Ruta Nacional
Ministerio Público;126;Junio;15:00:00.000;Diurno;Varón;72;65 - 74;Sin determinar;Bicicleta;Bicicleta;Colisión vehículo / vehículo;2018-06-25 00:00:00.000;Calle
Ministerio Público;420;Octubre;14:00:00.000;Diurno;Varón;18;15 - 24;Ocupante de vehículo sin determinar posición;Sin determinar;Sin determinar;Colisión vehículo / vehículo;2018-10-10 00:00:00.000;Calle
Ministerio Público;658;Junio;08:45:00.000;Diurno;Varón;17;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-06-21 00:00:00.000;Calle
Ministerio Público;826;Julio; 19:15:00.000;Nocturno;Varón;23;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-07-03 00:00:00.000;Sin determinar
Ministerio Público;385;Abril;16:50:00.000;Diurno;Varón;42;35 - 44;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-04-14 00:00:00.000;Calle
Ministerio Público;441;Abril;12:00:00.000;Nocturno;Varón;27;25 - 34;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-04-01 00:00:00.000;Calle
Ministerio Público;490;Agosto;21:56:00.000;Nocturno;Varón;20;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-08-22 00:00:00.000;Calle
Ministerio Público;427;Noviembre;18:00:00.000;Diurno;Varón;19;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-11-07 00:00:00.000;Calle
Ministerio Público;609;Mayo;01:45:00.000;Nocturno;Mujer;22;15 - 24;Sin determinar;Motocicleta;Motocicleta;Colisión vehículo / vehículo;2018-05-08 00:00:00.000;Sin determinar
Ministerio Público;840;Septiembre;22:15:00.000;Nocturno;Varón;39;35 - 44;Sin determinar;Sin determinar;Sin determinar;Sin determinar;2018-09-10 00:00:00.000;Calle
