BASE ORIGEN;PARTIDO;FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DIA DE LA SEMANA AGRUPADO;Diurno/Nocturno;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO;SEXO DE LA VÍCTIMA;EDAD;EDAD AGRUPADA;TIPO DE VÍCTIMA;VEHÍCULO DE LA VÍCTIMA
Ministerio de Seguridad;Sin determinar;17/9/2020;Septiembre;14:23;Jueves;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Femenino;35;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;840;27/10/2020;Octubre;14:50;Martes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Masculino;70;65 - 74  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;035;23/7/2020;Julio;06:40;Jueves;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;31;25 - 34  ;Pasajero;Colectivo
Ministerio de Seguridad;035;29/7/2020;Julio;12:30;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;38;35 - 44  ;Conductor;Automóvil
Ministerio de Seguridad;Sin determinar;11/9/2020;Septiembre;21:50;Viernes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;43;35 - 44  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;035;5/10/2020;Octubre;22:00;Lunes;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;21;15 - 24  ;Conductor;Motocicleta
Ministerio de Seguridad;274;16/11/2020;Noviembre;08:15;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Femenino;28;25 - 34  ;Acompañante;Motocicleta
Ministerio de Seguridad;602;30/12/2020;Diciembre;16:20;Miércoles;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;27;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;035;12/11/2020;Noviembre;02:30;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;35;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;035;11/12/2020;Diciembre;22:09;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;45;45 - 54  ;Conductor;Motocicleta
Ministerio de Seguridad;035;12/12/2020;Diciembre;15:30;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;36;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;408;19/11/2020;Noviembre;02:15;Jueves;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;25;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;Sin determinar;20/9/2020;Septiembre;20:00;Domingo;Fin de semana;Nocturno;Ruta Provincial;Sin determinar;Masculino;46;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;364;25/10/2020;Octubre;07:05;Domingo;Fin de semana;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;26;25 - 34  ;Conductor;Automóvil
Ministerio de Seguridad;364;2/11/2020;Noviembre;09:19;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Conductor;Motocicleta
Ministerio de Seguridad;364;1/12/2020;Diciembre;18:22;Martes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;37;35 - 44  ;Conductor;Motocicleta
Ministerio de Seguridad;Sin determinar;28/9/2020;Septiembre;11:51;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;33;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;410;10/12/2020;Diciembre;18:45;Jueves;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Femenino;75;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;245;18/10/2020;Octubre;18:45;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Femenino;25;25 - 34  ;Conductor;Motocicleta
Ministerio de Seguridad;Sin determinar;5/9/2020;Septiembre;01:54;Sábado;Fin de semana;Nocturno;Calle;Sin determinar;Femenino;20;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;274;19/10/2020;Octubre;15:00;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Masculino;80;75 y más;Peatón;No corresponde (peatón)
Ministerio de Seguridad;274;11/11/2020;Noviembre;05:40;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;62;55 - 64  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;602;30/12/2020;Diciembre;16:20;Miércoles;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;Sin determinar;Sin determinar;Acompañante;Automóvil
Ministerio de Seguridad;602;30/12/2020;Diciembre;16:20;Miércoles;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;32;25 - 34  ;Acompañante;Automóvil
Ministerio de Seguridad;274;12/12/2020;Diciembre;15:00;Sábado;Fin de semana;Diurno;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Seguridad;098;1/11/2020;Noviembre;07:10;Domingo;Fin de semana;Diurno;Calle;Colisión Vehículo / persona;Masculino;73;65 - 74  ;Peatón;No corresponde (peatón)
Ministerio de Seguridad;553;4/11/2020;Noviembre;10:50;Miércoles;Lunes a Viernes;Diurno;Calle;Sin determinar;Masculino;69;65 - 74  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;602;30/12/2020;Diciembre;16:20;Miércoles;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;57;55 - 64  ;Acompañante;Camioneta
Ministerio de Seguridad;602;30/12/2020;Diciembre;16:20;Miércoles;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Femenino;60;55 - 64  ;Acompañante;Camioneta
Ministerio de Seguridad;119;23/12/2020;Diciembre;15:40;Miércoles;Lunes a Viernes;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;34;25 - 34  ;Acompañante;Camioneta
Ministerio de Seguridad;119;23/12/2020;Diciembre;15:40;Miércoles;Lunes a Viernes;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;41;35 - 44  ;Conductor;Camioneta
Ministerio Público;392;2/2/2020;Febrero;20:30;Domingo;Fin de semana;Nocturno;Ruta Nacional;Vuelco / despiste;Femenino;46;45 - 54  ;Conductor;Automóvil
Ministerio de Seguridad;91;23/10/2020;Octubre;05:20;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;Sin determinar;Sin determinar;Peatón;No corresponde (peatón)
Ministerio de Seguridad;91;27/10/2020;Octubre;12:10;Martes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;34;25 - 34  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;91;10/11/2020;Noviembre;20:35;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;91;23/11/2020;Noviembre;23:30;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Camioneta
Ministerio de Seguridad;91;27/11/2020;Noviembre;21:05;Viernes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / persona;Masculino;8;5 - 14;Peatón;No corresponde (peatón)
Ministerio de Seguridad;91;28/11/2020;Noviembre;10:00;Sábado;Fin de semana;Diurno;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;91;7/12/2020;Diciembre;00:20;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Camioneta
Ministerio de Seguridad;134;8/11/2020;Noviembre;06:30;Domingo;Fin de semana;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;34;25 - 34  ;Conductor;Camioneta
Ministerio de Seguridad;134;14/11/2020;Noviembre;16:00;Sábado;Fin de semana;Diurno;Calle;Sin determinar;Masculino;23;15 - 24  ;Conductor;Sin especificar vehículo
Ministerio de Seguridad;134;18/12/2020;Diciembre;15:30;Viernes;Lunes a Viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;74;65 - 74  ;Conductor;Automóvil
Ministerio Público;392;2/2/2020;Febrero;20:30;Domingo;Fin de semana;Nocturno;Ruta Nacional;Vuelco / despiste;Femenino;4;0 - 4  ;Acompañante;Automóvil
Ministerio de Seguridad;119;25/12/2020;Diciembre;04:15;Viernes;Lunes a Viernes;Nocturno;Ruta Provincial;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Seguridad;547;28/12/2020;Diciembre;10:00;Lunes;Lunes a Viernes;Diurno;Ruta Nacional;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Seguridad;134;29/12/2020;Diciembre;14:30;Martes;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;1;0 - 4  ;Acompañante;Automóvil
Ministerio de Seguridad;648;4/11/2020;Noviembre;06:00;Miércoles;Lunes a Viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;49;45 - 54  ;Conductor;Motocicleta
Ministerio Público;274;21/3/2020;Marzo;07:12;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;30;25 - 34  ;Conductor;Motocicleta
Ministerio Público;274;8/3/2020;Marzo;12:00;Domingo;Fin de semana;Nocturno;Ruta Provincial;Colisión Vehículo / persona;Masculino;31;25 - 34  ;Peatón;No corresponde (peatón)
Ministerio Público;441;18/4/2020;Abril;15:15;Sábado;Fin de semana;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;25;25 - 34  ;Conductor;Motocicleta
Ministerio Público;441;28/8/2020;Agosto;04:37;Viernes;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;21;15 - 24  ;Conductor;Motocicleta
Ministerio Público;655;5/9/2020;Septiembre;20:25;Sábado;Fin de semana;Nocturno;Calle;Vuelco / despiste;Masculino;22;15 - 24  ;Conductor;Motocicleta
Ministerio Público;441;21/9/2020;Septiembre;16:30;Lunes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;17;15 - 24  ;Conductor;Motocicleta
Ministerio Público;505;24/1/2020;Enero;09:00;Viernes;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;61;55 - 64  ;Conductor;Bicicleta
Ministerio Público;441;24/2/2020;Febrero;00:59;Lunes;Lunes a Viernes;Nocturno;Calle;Vuelco / despiste;Masculino;23;15 - 24  ;Conductor;Motocicleta
Ministerio Público;134;17/9/2020;Septiembre;10:15;Jueves;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;28;25 - 34  ;Conductor;Motocicleta
Ministerio Público;539;17/2/2020;Febrero;07:00;Lunes;Lunes a Viernes;Diurno;Ruta Provincial;Vuelco / despiste;Masculino;60;55 - 64  ;Conductor;Automóvil
Ministerio Público;119;1/12/2020;Diciembre;19:10;Martes;Lunes a Viernes;Nocturno;Ruta Provincial;Vuelco / despiste;Femenino;25;25 - 34  ;Conductor;Motocicleta
Ministerio Público;270;8/12/2020;Diciembre;14:26;Martes;Lunes a Viernes;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;48;45 - 54  ;Conductor;Motocicleta
Ministerio Público;260;31/8/2020;Agosto;19:50;Lunes;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;56;55 - 64  ;Conductor;Motocicleta
Ministerio Público;623;8/8/2020;Agosto;04:48;Sábado;Fin de semana;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;34;25 - 34  ;Conductor;Motocicleta
Ministerio Público;658;27/7/2020;Julio;19:15;Lunes;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;28;25 - 34  ;Conductor;Motocicleta
Ministerio Público;91;9/3/2020;Marzo;00:30;Lunes;Lunes a Viernes;Nocturno;Autopista / Autovía;Vuelco / despiste;Masculino;Sin determinar;Sin determinar;Acompañante;Motocicleta
Ministerio Público;805;7/1/2020;Enero;08:50;Martes;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Femenino;56;55 - 64  ;Peatón;No corresponde (peatón)
Ministerio Público;805;2/4/2020;Abril;09:30;Jueves;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / persona;Femenino;72;65 - 74  ;Peatón;No corresponde (peatón)
Ministerio Público;274;29/7/2020;Julio;07:12;Miércoles;Lunes a Viernes;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;37;35 - 44  ;Conductor;Motocicleta
Ministerio Público;007;29/7/2020;Julio;16:00;Miércoles;Lunes a Viernes;Diurno;Calle;Vuelco / despiste;Masculino;33;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio Público;560;17/8/2020;Agosto;06:00;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo;Masculino;43;35 - 44  ;Conductor;Motocicleta
Ministerio Público;658;21/8/2020;Agosto;13:20;Viernes;Lunes a Viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo;Masculino;59;55 - 64  ;Conductor;Bicicleta
Ministerio Público;525;16/2/2020;Febrero;Sin determinar;Domingo;Fin de semana;Sin especificar;Ruta Provincial;Vuelco / despiste;Masculino;49;45 - 54  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio Público;434;9/9/2020;Septiembre;18:30;Miércoles;Lunes a Viernes;Diurno;Calle;Colisión Vehículo / vehículo;Masculino;29;25 - 34  ;Conductor;Motocicleta
Ministerio Público;434;5/9/2020;Septiembre;05:00;Sábado;Fin de semana;Nocturno;Calle;Colisión Vehículo / vehículo;Masculino;21;15 - 24  ;Conductor;Motocicleta
Ministerio Público;466;17/6/2020;Junio;18:15;Miércoles;Lunes a Viernes;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;30;25 - 34  ;Conductor;Camioneta
Ministerio Público;218;1/2/2020;Febrero;18:10;Sábado;Fin de semana;Diurno;Autopista / Autovía;Vuelco / despiste;Femenino;36;35 - 44  ;Conductor;Camioneta
Ministerio Público;238;6/2/2020;Febrero;19:18;Jueves;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;22;15 - 24  ;Acompañante;Automóvil
Ministerio Público;238;6/2/2020;Febrero;19:18;Jueves;Lunes a Viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo;Masculino;29;25 - 34  ;Acompañante;Automóvil
Ministerio de Salud;364;1/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;30;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;412;21/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;568;11/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;238;15/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Otro modo (sin colisión);Femenino;87;75 y más;Conductor;Bicicleta
Ministerio de Salud;833;16/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;23;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;623;16/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;66;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;336;18/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;37;35 - 44  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;218;18/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;25;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;056;18/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;73;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;427;23/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;34;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;581;30/10/2020;Octubre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;52;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;364;03/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;39;35 - 44  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;505;26/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / vehículo;Masculino;54;45 - 54  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;568;4/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / persona;Masculino;45;45 - 54  ;Peatón;No corresponde (peatón)
Ministerio de Salud;274;4/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;44;35 - 44  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;466;08/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;26;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;399;13/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;6;5 - 14;Acompañante;Sin especificar vehículo
Ministerio de Salud;638;14/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;17;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;252;15/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Ruta Provincial;Sin determinar;Masculino;36;35 - 44  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;112;18/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / objeto;Masculino;81;75 y más;Conductor;Bicicleta
Ministerio de Salud;693;18/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;41;35 - 44  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;210;22/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / vehículo;Femenino;25;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;218;3/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;22;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;427;26/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;41;35 - 44  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;412;05/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;23;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;351;6/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;20;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;539;8/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / vehículo;Masculino;30;25 - 34  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;462;10/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Femenino;36;35 - 44  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;595;10/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;23;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;875;10/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;34;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;270;12/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;39;35 - 44  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;525;13/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;27;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;252;14/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;84;75 y más;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;301;28/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;35;35 - 44  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;218;15/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;70;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;581;15/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;74;65 - 74  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;056;16/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;53;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;357;16/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Ruta Provincial;Sin determinar;Femenino;80;75 y más;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;638;17/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;26;25 - 34  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;644;22/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;19;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;805;24/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;54;45 - 54  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;826;25/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Otro modo (sin colisión);Masculino;22;15 - 24  ;Ocupante de vehículo (sin especificar);Motocicleta
Ministerio de Salud;056;25/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Femenino;24;15 - 24  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;420;26/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / persona;Masculino;32;25 - 34  ;Peatón;No corresponde (peatón)
Ministerio de Salud;651;31/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;34;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;560;26/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / persona;Masculino;48;45 - 54  ;Peatón;No corresponde (peatón)
Ministerio de Salud;77;26/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Masculino;43;35 - 44  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;270;28/12/2020;Diciembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Colisión Vehículo / vehículo;Femenino;27;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;638;30/11/2020;Noviembre;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Autopista / Autovía;Sin determinar;Masculino;25;25 - 34  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;412;Sin determinar;Ignorado;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;Sin determinar;Sin determinar;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;119;31/1/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Calle;Sin determinar;Femenino;83;75 y más;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;770;1/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;32;25 - 34  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;427;4/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Otro modo (sin colisión);Masculino;12;5 - 14;Acompañante;Automóvil
Ministerio de Salud;042;4/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Otro modo (sin colisión);Femenino;63;55 - 64  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;042;4/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Otro modo (sin colisión);Masculino;67;65 - 74  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;357;01/01/2020;Enero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;36;35 - 44  ;Ocupante de vehículo (sin especificar);Sin especificar vehículo
Ministerio de Salud;714;4/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;78;75 y más;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;427;10/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Sin determinar;Masculino;40;35 - 44  ;Ocupante de vehículo (sin especificar);Automóvil
Ministerio de Salud;126;13/2/2020;Febrero;Sin determinar;Sin determinar;Sin determinar;Sin especificar;Sin determinar;Colisión Vehículo / vehículo;Femenino;58;55 - 64  ;Ocupante de vehículo (sin especificar);Automóvil
