Origen de la base;Código de partido (Según INDEC);Fecha del hecho;Mes;Hora del hecho;Diurno/Nocturno;Edad agrupada;Sexo;Clase de Víctima;Vehículo Víctima;Tipo de Lugar;Modo de Producción del Hecho;
Ministerio de Seguridad;434;20/11/2017;11;15:15;Diurno;25 - 34;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;434;20/11/2017;11;19:10;Nocturno;65 - 74;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;490;25/11/2017;11;00:00;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;434;01/12/2017;12;08:15;Diurno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;490;06/12/2017;12;23:50;Nocturno;75 y más;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;035;29/12/2017;12;07:00;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;01/01/2017;1;06:05;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;03/01/2017;1;10:30;Diurno;25 - 34;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;06/01/2017;1;12:30;Diurno;45 - 54;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;06/01/2017;1;12:30;Diurno;15 - 24;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;24/01/2017;1;16:00;Diurno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;10/02/2017;2;20:10;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;098;13/02/2017;2;21:00;Nocturno;25 - 34;Varón;Conductor;Bicicleta;Calle;Otro modo;
Ministerio de Seguridad;441;04/02/2017;2;20:00;Nocturno;45 - 54;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;441;20/02/2017;2;19:00;Diurno;35 - 44;Varón;Conductor;Bicicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;18/02/2017;2;23:15;Nocturno;Sin determinar;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;23/02/2017;2;21:30;Nocturno;25 - 34;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;28/02/2017;2;06:40;Nocturno;15 - 24;Mujer;Acompañante;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;13/03/2017;3;10:30;Diurno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;01/03/2017;3;16:00;Diurno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;12/03/2017;3;09:15;Diurno;15 - 24;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;28/03/2017;3;02:00;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;31/03/2017;3;07:00;Nocturno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;02/04/2017;4;02:40;Nocturno;25 - 34;Mujer;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;04/04/2017;4;14:00;Diurno;Sin determinar;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;13/04/2017;4;10:30;Diurno;35 - 44;Varón;Conductor;Camioneta;Calle;Vuelco / despiste;
Ministerio de Seguridad;441;29/04/2017;4;16:20;Diurno;15 - 24;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;27/04/2017;4;15:34;Diurno;65 - 74;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;245;01/05/2017;5;02:50;Nocturno;Sin determinar;Varón;Acompañante;Automóvil;Calle;Vuelco / despiste;
Ministerio de Seguridad;441;07/05/2017;5;04:59;Nocturno;15 - 24;Mujer;Acompañante;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;14/05/2017;5;00:50;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;441;18/05/2017;5;12:30;Diurno;75 y más;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;441;23/05/2017;5;11:33;Diurno;15 - 24;Mujer;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;03/06/2017;6;20:40;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;441;04/06/2017;6;22:10;Nocturno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;14/06/2017;6;07:15;Diurno;65 - 74;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;098;17/06/2017;6;05:00;Nocturno;15 - 24;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;441;28/06/2017;6;15:00;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;09/07/2017;7;18:00;Diurno;Sin determinar;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;07/07/2017;7;17:00;Diurno;15 - 24;Varón;Sin determinar;Motocicleta;Calle;Sin determinar;
Ministerio de Seguridad;441;07/07/2017;7;05:30;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;13/07/2017;7;21:30;Nocturno;75 y más;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;19/07/2017;7;11:30;Diurno;55 - 64;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;23/07/2017;7;12:50;Diurno;35 - 44;Varón;Conductor;Sin determinar;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;24/07/2017;7;15:30;Diurno;15 - 24;Varón;Conductor;Motocicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;28/07/2017;7;22:47;Nocturno;15 - 24;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;28/07/2017;7;22:47;Nocturno;15 - 24;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;07/08/2017;8;07:00;Nocturno;65 - 74;Varón;Peatón;Peatón;Ruta Provincial;Colisión vehículo / persona;
Ministerio de Seguridad;441;03/08/2017;8;14:15;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;04/08/2017;8;21:00;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;09/08/2017;8;16:30;Diurno;Sin determinar;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;441;10/08/2017;8;18:30;Diurno;35 - 44;Varón;Sin determinar;Sin determinar;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;11/08/2017;8;06:50;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;441;14/08/2017;8;12:05;Diurno;15 - 24;Varón;Conductor;Otro;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;098;14/08/2017;8;00:10;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Calle;Vuelco / despiste;
Ministerio de Seguridad;441;02/09/2017;9;12:50;Diurno;Sin determinar;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;02/09/2017;9;01:40;Nocturno;55 - 64;Varón;Conductor;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;02/09/2017;9;05:40;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;11/09/2017;9;17:00;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;17/09/2017;9;23:40;Nocturno;15 - 24;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;18/09/2017;9;12:00;Diurno;Sin determinar;Varón;Conductor;Camioneta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;03/10/2017;10;16:00;Diurno;5 - 14;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;098;16/10/2017;10;03:00;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;17/10/2017;10;16:00;Diurno;45 - 54;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;19/10/2017;10;22:35;Nocturno;Sin determinar;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;441;23/10/2017;10;06:30;Nocturno;15 - 24;Mujer;Acompañante;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;30/10/2017;10;06:15;Nocturno;25 - 34;Varón;Conductor;Automóvil;Calle;Vuelco / despiste;
Ministerio de Seguridad;441;05/11/2017;11;16:00;Diurno;15 - 24;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;441;12/11/2017;11;20:20;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;12/11/2017;11;05:30;Nocturno;55 - 64;Varón;Conductor;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;19/11/2017;11;06:40;Nocturno;15 - 24;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;24/11/2017;11;19:00;Diurno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;24/11/2017;11;23:55;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;441;28/11/2017;11;13:00;Diurno;15 - 24;Mujer;Acompañante;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;28/11/2017;11;13:00;Diurno;15 - 24;Varón;Conductor;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;30/11/2017;11;21:40;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;03/12/2017;12;08:45;Diurno;0 - 4;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;098;02/12/2017;12;13:00;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;03/12/2017;12;13:10;Diurno;35 - 44;Varón;Acompañante;Automóvil;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;15/12/2017;12;08:15;Diurno;55 - 64;Varón;Conductor;Automóvil;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;245;25/12/2017;12;09:00;Diurno;15 - 24;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;441;29/12/2017;12;19:55;Nocturno;25 - 34;Varón;Acompañante;Automóvil;Ruta Provincial;Vuelco / despiste;
Ministerio de Seguridad;168;08/02/2017;2;18:40;Diurno;65 - 74;Varón;Conductor;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;168;08/02/2017;2;18:40;Diurno;55 - 64;Varón;Acompañante;Automóvil;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;630;08/04/2017;4;11:11;Diurno;35 - 44;Varón;Peatón;Peatón;Ruta Provincial;Colisión vehículo / persona;
Ministerio de Seguridad;511;19/05/2017;5;11:11;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;058;05/01/2017;1;04:20;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;09/01/2017;1;14:55;Diurno;75 y más;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;31/01/2017;1;13:40;Diurno;75 y más;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;08/02/2017;2;20:14;Nocturno;45 - 54;Varón;Conductor;Automóvil;Autopista Provincial;Vuelco / despiste;
Ministerio de Seguridad;058;11/02/2017;2;07:45;Diurno;25 - 34;Varón;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;12/02/2017;2;06:55;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;19/02/2017;2;06:20;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;19/02/2017;2;19:30;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;26/02/2017;2;09:40;Diurno;35 - 44;Varón;Conductor;Bicicleta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;01/03/2017;3;00:01;Nocturno;25 - 34;Mujer;Acompañante;Automóvil;Calle;Vuelco / despiste;
Ministerio de Seguridad;058;05/03/2017;3;05:50;Nocturno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;06/03/2017;3;17:45;Diurno;Sin determinar;Varón;Conductor;Camioneta;Ruta Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;06/03/2017;3;22:50;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;07/03/2017;3;05:30;Nocturno;15 - 24;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;058;10/03/2017;3;05:00;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;14/03/2017;3;12:00;Diurno;25 - 34;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;14/03/2017;3;12:00;Diurno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;21/03/2017;3;20:00;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Vuelco / despiste;
Ministerio de Seguridad;091;22/03/2017;3;06:30;Nocturno;Sin determinar;Varón;Peatón;Peatón;Autopista Provincial;Colisión vehículo / persona;
Ministerio de Seguridad;058;31/03/2017;3;00:01;Nocturno;0 - 4;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;091;02/04/2017;4;22:30;Nocturno;35 - 44;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;13/04/2017;4;10:30;Diurno;25 - 34;Mujer;Acompañante;Sin determinar;Autopista Provincial;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;16/04/2017;4;06:40;Nocturno;25 - 34;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;091;18/04/2017;4;06:15;Nocturno;55 - 64;Varón;Conductor;Motocicleta;Ruta Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;20/04/2017;4;02:30;Nocturno;15 - 24;Varón;Sin determinar;Sin determinar;Autopista Provincial;Sin determinar;
Ministerio de Seguridad;058;13/05/2017;5;13:00;Diurno;65 - 74;Mujer;Sin determinar;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;15/05/2017;5;09:40;Diurno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;22/05/2017;5;13:35;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;28/05/2017;5;06:35;Nocturno;25 - 34;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;058;29/05/2017;5;07:00;Nocturno;65 - 74;Varón;Conductor;Bicicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;05/06/2017;6;00:01;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;16/06/2017;6;04:00;Nocturno;35 - 44;Varón;Conductor;Automóvil;Autopista Nacional;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;29/06/2017;6;16:40;Diurno;55 - 64;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;08/07/2017;7;05:00;Nocturno;Sin determinar;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;08/07/2017;7;02:00;Nocturno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;058;10/07/2017;7;12:00;Diurno;55 - 64;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;091;10/07/2017;7;06:50;Nocturno;15 - 24;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;14/07/2017;7;03:15;Nocturno;Sin determinar;Varón;Sin determinar;Motocicleta;Autopista Provincial;Sin determinar;
Ministerio de Seguridad;091;25/07/2017;7;19:15;Nocturno;25 - 34;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;25/07/2017;7;19:15;Nocturno;35 - 44;Varón;Sin determinar;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;11/08/2017;8;11:00;Diurno;5 - 14;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;091;20/08/2017;8;05:00;Nocturno;Sin determinar;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;21/08/2017;8;23:58;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;23/08/2017;8;14:35;Diurno;65 - 74;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;15/09/2017;9;18:00;Diurno;Sin determinar;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;19/09/2017;9;19:10;Nocturno;15 - 24;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;21/09/2017;9;10:35;Diurno;65 - 74;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;25/09/2017;9;20:55;Nocturno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / objeto;
Ministerio de Seguridad;058;06/10/2017;10;18:30;Diurno;0 - 4;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;09/10/2017;10;00:01;Nocturno;0 - 4;Varón;Acompañante;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;09/10/2017;10;00:01;Nocturno;5 - 14;Mujer;Acompañante;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;15/10/2017;10;05:35;Nocturno;15 - 24;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;24/10/2017;10;05:30;Nocturno;15 - 24;Varón;Sin determinar;Sin determinar;Calle;Sin determinar;
Ministerio de Seguridad;091;30/10/2017;10;15:15;Diurno;15 - 24;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;08/11/2017;11;13:20;Diurno;Sin determinar;Mujer;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;274;11/11/2017;11;07:50;Diurno;25 - 34;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;12/11/2017;11;09:00;Diurno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;24/11/2017;11;00:01;Nocturno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;27/11/2017;11;16:30;Diurno;65 - 74;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;091;27/11/2017;11;06:50;Nocturno;45 - 54;Varón;Conductor;Automóvil;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;091;02/12/2017;12;12:35;Diurno;5 - 14;Varón;Acompañante;Automóvil;Calle;Vuelco / despiste;
Ministerio de Seguridad;091;05/12/2017;12;07:00;Nocturno;25 - 34;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;16/12/2017;12;01:30;Nocturno;55 - 64;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;20/12/2017;12;16:00;Diurno;Sin determinar;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;058;22/12/2017;12;04:50;Nocturno;Sin determinar;Varón;Peatón;Peatón;Calle;Colisión vehículo / persona;
Ministerio de Seguridad;058;25/12/2017;12;00:01;Nocturno;25 - 34;Mujer;Acompañante;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;274;25/12/2017;12;02:10;Nocturno;35 - 44;Varón;Conductor;Motocicleta;Calle;Colisión vehículo / vehículo;
Ministerio de Seguridad;778;24/06/2017;6;15:45;Diurno;5 - 14;Varón;Peatón;Peatón;Ruta Provincial;Colisión vehículo / persona;
Egresos hospitalarios;028;10/01/2017;1;Sin determinar;Sin determinar;45 - 54;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;490;26/03/2017;3;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;028;26/08/2017;9;Sin determinar;Sin determinar;35 - 44;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;035;13/09/2017;9;Sin determinar;Sin determinar;65 - 74;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;998;11/03/2017;3;Sin determinar;Sin determinar;55 - 64;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;049;29/03/2017;4;Sin determinar;Sin determinar;5 - 14;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;049;03/04/2017;4;Sin determinar;Sin determinar;55 - 64;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;798;16/04/2017;4;Sin determinar;Sin determinar;55 - 64;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;063;17/08/2017;8;Sin determinar;Sin determinar;0 - 4;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;070;26/06/2017;7;Sin determinar;Sin determinar;65 - 74;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;274;21/09/2017;9;Sin determinar;Sin determinar;75 y más;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;595;01/10/2017;10;Sin determinar;Sin determinar;75 y más;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;126;11/01/2017;1;Sin determinar;Sin determinar;45 - 54;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;568;13/01/2017;1;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;126;31/01/2017;2;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;126;28/05/2017;6;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;441;26/03/2017;3;Sin determinar;Sin determinar;25 - 34;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;134;26/04/2017;4;Sin determinar;Sin determinar;25 - 34;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;840;12/07/2017;7;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;134;16/09/2017;9;Sin determinar;Sin determinar;35 - 44;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;175;10/03/2017;3;Sin determinar;Sin determinar;15 - 24;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;515;24/06/2017;6;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;270;24/02/2017;2;Sin determinar;Sin determinar;35 - 44;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;260;14/04/2017;4;Sin determinar;Sin determinar;55 - 64;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;260;18/05/2017;5;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;260;25/07/2017;8;Sin determinar;Sin determinar;65 - 74;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;028;18/12/2017;12;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;270;01/04/2017;4;Sin determinar;Sin determinar;15 - 24;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;270;30/04/2017;4;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;270;11/06/2017;6;Sin determinar;Sin determinar;25 - 34;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;134;28/06/2017;6;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;270;13/11/2017;11;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;270;23/12/2017;12;Sin determinar;Sin determinar;15 - 24;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;280;10/03/2017;3;Sin determinar;Sin determinar;45 - 54;Mujer;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
Egresos hospitalarios;371;24/06/2017;7;Sin determinar;Sin determinar;55 - 64;Varón;Sin determinar;Sin determinar;Sin determinar;Sin determinar;
